Ax,Ay,Az,Gx,Gy,Gz,Pressure,Temperature,FALL
-1.120481928,9.34939759,1.843373494,3.633587786,11.26717557,6.778625954,101.1122975,31.08259227,NO
-1.144578313,9.301204819,2,3.893129771,2.778625954,5.06870229,101.1199285,31.08259227,NO
-0.927710843,9.43373494,1.746987952,2.595419847,5.099236641,4.580152672,101.1122975,31.08259227,NO
-0.686746988,9.493975904,1.879518072,1.816793893,4.671755725,5.709923664,101.1107713,31.08259227,NO
-0.590361446,9.43373494,1.855421687,1.160305344,4.580152672,6.839694656,101.1107713,31.08259227,NO
-0.65060241,9.337349398,1.963855422,0.076335878,5.06870229,6.946564885,101.1168761,31.08259227,NO
-0.554216867,9.277108434,1.831325301,0.366412214,3.419847328,6.152671756,101.1061927,31.08259227,NO
-0.590361446,9.43373494,1.927710843,1.099236641,3.007633588,6.076335878,101.1031403,31.08259227,NO
-0.771084337,9.409638554,2.048192771,-2.015267176,4.351145038,5.72519084,101.1168761,31.08259227,NO
-1.228915663,9.313253012,1.807228916,-1.72519084,-0.79389313,3.969465649,101.1122975,31.08259227,NO
-1.373493976,9.096385542,2,0.916030534,-4.549618321,1.801526718,101.1168761,31.08259227,NO
-0.34939759,8.963855422,1.903614458,2.030534351,-11.9389313,1.526717557,101.1138237,31.08259227,NO
0.144578313,9.096385542,1.722891566,-1.908396947,-14.35114504,-0.351145038,101.1138237,31.08259227,NO
0.072289157,9.240963855,1.939759036,-1.267175573,-8.763358779,1.801526718,101.1153499,31.08259227,NO
0.21686747,9.012048193,1.554216867,0.65648855,-5.969465649,4.702290076,101.1138237,31.08259227,NO
-0.204819277,9,1.373493976,-0.503816794,0.442748092,7.893129771,101.1153499,31.08259227,NO
0.048192771,9.156626506,2.301204819,1.404580153,9.816793893,9.755725191,101.1107713,31.08259227,NO
-0.518072289,9.927710843,1.951807229,-0.015267176,8.458015267,8.778625954,101.1138237,31.08259227,NO
-1.265060241,9.072289157,1.602409639,-6.076335878,5.923664122,4.961832061,101.1168761,31.08259227,NO
-1.385542169,8.530120482,1.313253012,-4.610687023,-1.053435115,1.770992366,101.1122975,31.08259227,NO
-0.951807229,8.120481928,1.469879518,-2.045801527,-7.038167939,-0.900763359,101.1061927,31.08259227,NO
-0.421686747,7.795180723,1.542168675,-2.595419847,-8.259541985,-2.717557252,101.1107713,31.08259227,NO
0.060240964,7.469879518,1.638554217,-2.564885496,-8.79389313,-1.297709924,101.1046665,31.08259227,NO
0.156626506,7.204819277,1.554216867,-5.282442748,-7.618320611,5.06870229,101.1153499,31.08259227,NO
0,7.843373494,1.927710843,0.198473282,-3.648854962,15.48091603,101.1107713,31.08259227,NO
-0.096385542,7.325301205,2.34939759,2.122137405,4.65648855,19.51145038,101.1122975,31.08259227,NO
0.144578313,7.746987952,2.722891566,-0.534351145,14.16793893,23.90839695,101.1184023,31.08259227,NO
-0.686746988,8.686746988,2.78313253,-4.122137405,18.6259542,26.7480916,101.1138237,31.08259227,NO
-1.012048193,9.265060241,3.072289157,-6.687022901,15.58778626,21.70992366,101.1153499,31.08259227,NO
-0.506024096,9.180722892,2.289156627,-7.801526718,8.167938931,19.3740458,101.1107713,31.08259227,NO
-0.120481928,8.313253012,1.710843373,-5.160305344,11.17557252,14.42748092,101.1092451,31.08259227,NO
-1.024096386,7.421686747,1.662650602,-6.717557252,13.03816794,7.786259542,101.1061927,31.08259227,NO
-2,7.192771084,2.120481928,0.473282443,11.55725191,1.435114504,101.1153499,31.08259227,NO
-1.240963855,7.674698795,2.036144578,12.1221374,3.938931298,-5.34351145,101.1000879,31.08259227,NO
0.445783133,8.060240964,2.421686747,3.053435115,-7.20610687,-3.541984733,101.1092451,31.08259227,NO
0.590361446,8.361445783,1.927710843,-4.290076336,-3.175572519,2.076335878,101.1077189,31.08259227,NO
-0.096385542,8.240963855,1.662650602,-4.167938931,8.549618321,8.79389313,101.1138237,31.08259227,NO
-0.180722892,8.337349398,2.192771084,-3.007633588,12.73282443,9.450381679,101.1138237,31.08259227,NO
0.397590361,9.168674699,2.554216867,-3.664122137,1.312977099,5.282442748,101.1107713,31.08259227,NO
-0.43373494,10.4939759,1.65060241,3.083969466,2.595419847,0.900763359,101.1199285,31.08259227,NO
-1.120481928,9.698795181,0.879518072,-0.992366412,3.969465649,-3.007633588,101.1153499,31.08259227,NO
-0.421686747,8.228915663,1.493975904,4.534351145,9.893129771,-5.72519084,101.1203708,31.10045594,NO
-0.373493976,8.662650602,1.722891566,2.229007634,15.67938931,-5.053435115,101.1173183,31.10045594,NO
-1.144578313,8.34939759,1.831325301,-1.083969466,5.526717557,-11.09923664,101.1203708,31.10045594,NO
-0.530120482,6.674698795,1.168674699,-4.961832061,5.190839695,-7.022900763,101.1203708,31.10045594,NO
-0.228915663,6.56626506,2.325301205,-2.458015267,-6.229007634,-4.763358779,101.1188446,31.10045594,NO
1.518072289,6.734939759,1.65060241,17.17557252,-6.519083969,4.65648855,101.1249496,31.10045594,NO
1.325301205,6.361445783,1.060240964,34.71755725,-14.65648855,6.610687023,101.1188446,31.10045594,NO
1.481927711,6.361445783,1.253012048,31.77099237,-17.63358779,0.534351145,101.1112133,31.10045594,NO
3.361445783,1.662650602,-4.662650602,43.08396947,-41.46564885,-6.748091603,101.1157921,31.10045594,NO
1.13253012,5.578313253,-1.457831325,231.1603053,-55.20610687,44.96183206,101.1203708,31.10045594,NO
0.879518072,6.012048193,1.86746988,13.67938931,-12.1221374,-25.51145038,101.1203708,31.10045594,NO
1.373493976,4.204819277,2.337349398,-21.58778626,-24.91603053,-45.38931298,101.1188446,31.10045594,NO
2.626506024,17.55421687,-0.397590361,-31.49618321,-35.74045802,-39.80152672,101.1157921,31.10045594,NO
-1.602409639,4.614457831,2.56626506,9.709923664,-11.02290076,-28.70229008,101.1249496,31.10045594,NO
-3.445783133,4.843373494,2.337349398,-36.10687023,4.091603053,-18.67175573,101.1234234,31.10045594,NO
-2.915662651,16.30120482,0.421686747,-37.57251908,-30.18320611,-16.41221374,101.1264759,31.10045594,NO
1.313253012,8.518072289,3.192771084,-67.61832061,-23.23664122,-25.48091603,101.1203708,31.10045594,NO
2.987951807,8.13253012,4.686746988,-59.96946565,-25.05343511,-8.534351145,101.1173183,31.10045594,NO
-1.530120482,11.93975904,3.771084337,-31.00763359,-10.67175573,-6.152671756,101.1218971,31.10045594,NO
-10.65060241,19.84337349,-1.048192771,-99.46564885,45.78625954,-53.83206107,101.1234234,31.10045594,YES
-2.301204819,6.253012048,2.734939759,-198.6564885,195.0839695,-41.66412214,101.1234234,31.10045594,NO
-6.397590361,15.3253012,8.662650602,-175.4351145,70.51908397,1.419847328,101.1203708,31.10045594,NO
-3,14.44578313,3.86746988,-144.2748092,74.47328244,-18.09160305,101.1173183,31.10045594,NO
0.253012048,16.36144578,2.819277108,-69.48091603,-24.58015267,-28.27480916,101.1157921,31.10045594,NO
-3.481927711,15.4939759,5.34939759,-89.05343511,-15.60305344,-84.22900763,101.1173183,31.10045594,NO
-2.445783133,9.21686747,5.192771084,-147.9541985,69.3129771,-119.7557252,101.1218971,31.10045594,NO
0.144578313,7.108433735,3.614457831,-116.3206107,55.34351145,-118.0458015,101.1173183,31.10045594,NO
0.734939759,7.722891566,3.156626506,-83.75572519,19.96946565,-123.5877863,101.1203708,31.10045594,NO
-6.879518072,16.14457831,17.09638554,-104.5648855,35.20610687,-129.7251908,101.1203708,31.10045594,YES
-24.3373494,10.20481928,24.54216867,-185.1755725,121.7557252,-93.9389313,101.1280021,31.10045594,YES
-0.120481928,3.34939759,16.22891566,-500.259542,160.1832061,-14.7480916,101.1264759,31.10045594,NO
13.8313253,9.024096386,5.602409639,107.1450382,6.93129771,-105.6641221,101.1203708,31.10045594,NO
8.192771084,-2.156626506,-0.590361446,-17.20610687,7.541984733,-157.8473282,101.1218971,31.10045594,NO
-7.096385542,6.771084337,6.385542169,38,130.610687,-102.2290076,101.1203708,31.10045594,NO
-5.710843373,1.192771084,4.096385542,44.36641221,69.66412214,-107.0076336,101.1234234,31.10045594,NO
-1.927710843,0.493975904,7.530120482,-46.59541985,27.72519084,-105.1145038,101.1249496,31.10045594,NO
-1.240963855,3.144578313,9.975903614,-15.95419847,-14.97709924,-91.84732824,101.1203708,31.10045594,NO
-4.879518072,0.843373494,9.469879518,-57.26717557,-7.557251908,-72.88549618,101.1157921,31.10045594,NO
-7.915662651,1.759036145,5.156626506,-109.5419847,65.3740458,-117.221374,101.1264759,31.10045594,NO
-7.265060241,0.698795181,5.301204819,-95.34351145,73.72519084,-139.9541985,101.1218971,31.10045594,NO
-6.265060241,-0.56626506,4.891566265,-83.86259542,59.17557252,-124.1984733,101.1234234,31.10045594,NO
-6.518072289,-1.43373494,5.21686747,-100.6870229,53.38931298,-121.5114504,101.1234234,31.10045594,NO
-7.469879518,-1.506024096,3.325301205,-105.3435115,45.81679389,-103.8015267,101.1234234,31.10045594,NO
-9.78313253,0.048192771,4.542168675,-83.05343511,67.64885496,-85.8778626,101.1234234,31.10045594,NO
-8.13253012,0.361445783,4.831325301,-107.4961832,47.2519084,-105.2977099,101.1280021,31.10045594,NO
-6.228915663,-1.192771084,3.43373494,-136.3816794,20.90076336,-117.6946565,101.1234234,31.10045594,NO
-5.289156627,-3.120481928,4.144578313,-161.0381679,42.24427481,-105.4503817,101.1203708,31.10045594,NO
-8.746987952,-3.240963855,6.963855422,-180.1068702,71.96946565,-75.34351145,101.1234234,31.10045594,NO
-9.096385542,-1.265060241,2.746987952,-138.0458015,38.96183206,-79.29770992,101.1203708,31.10045594,NO
-15.69879518,-4.337349398,-1.048192771,-110.351145,46.87022901,-66.25954198,101.1218971,31.10045594,NO
-16.12048193,-13.75903614,-0.686746988,-123.1755725,62.6870229,-31.84732824,101.1203708,31.10045594,YES
-7.56626506,-11.73493976,-1.65060241,-113.9389313,-19.34351145,31.2519084,101.1220444,31.10641014,NO
-5.108433735,-8.289156627,-0.385542169,-35.92366412,-75.92366412,18.33587786,101.125097,31.10641014,NO
-3.156626506,-4.204819277,2.469879518,-12.61068702,-112.9160305,32.01526718,101.1235707,31.10641014,NO
0.662650602,-1.313253012,3.277108434,18.13740458,-92,25.12977099,101.1235707,31.10641014,NO
-1.060240964,-2.807228916,6.481927711,14.45801527,-55.51145038,20.39694656,101.125097,31.10641014,NO
-10.75903614,-5.975903614,9.746987952,2.290076336,27.09923664,-7.221374046,101.1220444,31.10641014,NO
-12.73493976,-10.03614458,6.036144578,-9.282442748,71.09923664,-31.78625954,101.1189918,31.10641014,NO
-6.614457831,-8.542168675,5.795180723,-32.1221374,-33.09923664,-19.52671756,101.1281495,31.10641014,NO
-7.192771084,-8.831325301,3.86746988,-23.61832061,-69.12977099,33.64885496,101.1281495,31.10641014,NO
-8.060240964,-8.795180723,4.060240964,-44.93129771,-7.755725191,12.09160305,101.1235707,31.10641014,NO
-6.710843373,-6.746987952,3.192771084,-22.21374046,-4.167938931,12.45801527,101.1220444,31.10641014,NO
-4.481927711,-4.56626506,4.987951807,13.75572519,-14.61068702,14.42748092,101.1189918,31.10641014,NO
-4.662650602,-4.771084337,5.578313253,37.00763359,-7.816793893,2.625954198,101.1174656,31.10641014,NO
-6.180722892,-4.891566265,4.277108434,53.78625954,-3.572519084,-1.618320611,101.1159393,31.10641014,NO
-8.289156627,-5.530120482,5.951807229,36.59541985,17.3740458,-17.28244275,101.1159393,31.10641014,NO
-9.144578313,-4.301204819,6.060240964,-0.580152672,21.34351145,9.435114504,101.1174656,31.10641014,NO
-7.963855422,-3.602409639,5.746987952,12.99236641,5.984732824,24.03053435,101.1235707,31.10641014,NO
-7.240963855,-3.144578313,6.554216867,16.76335878,-13.34351145,17.61832061,101.1174656,31.10641014,NO
-5.987951807,-2.554216867,5.819277108,16.76335878,-13.49618321,12.32061069,101.1128867,31.10641014,NO
-6.469879518,-1.590361446,5.602409639,27.23664122,-17.29770992,14.7480916,101.1098342,31.10641014,NO
-7.373493976,-2.084337349,5.361445783,32.32061069,-1.770992366,8.259541985,101.1205181,31.10641014,NO
-7.795180723,-1.722891566,5.228915663,21.46564885,21.19083969,9.419847328,101.1052553,31.10641014,NO
-7.674698795,-0.831325301,3.987951807,31.92366412,5.145038168,0.335877863,101.1159393,31.10641014,NO
-8.301204819,-1.012048193,5.554216867,29.78625954,17.11450382,-7.175572519,101.1159393,31.10641014,NO
-8.686746988,-0.927710843,6.072289157,33.92366412,1.251908397,-11.45038168,101.1128867,31.10641014,NO
-9.21686747,-0.975903614,5.746987952,35.51145038,0.946564885,-6.610687023,101.1098342,31.10641014,NO
-8.204819277,-0.975903614,6.445783133,20.53435115,-1.694656489,1.648854962,101.1159393,31.10641014,NO
-7.192771084,-1.614457831,6.542168675,9.557251908,-3.358778626,9.251908397,101.114413,31.10641014,NO
-6.927710843,-1.975903614,5.843373494,7.358778626,0.992366412,6.900763359,101.1113604,31.10641014,NO
-7.084337349,-2.445783133,5.855421687,-0.290076336,13.32824427,4.213740458,101.1128867,31.10641014,NO
-8.060240964,-2.831325301,4.602409639,0.671755725,7.450381679,3.114503817,101.114413,31.10641014,NO
-8.626506024,-3.144578313,3.915662651,-3.786259542,2.061068702,-0.732824427,101.1189918,31.10641014,NO
-9.602409639,-4.072289157,3.542168675,-2.549618321,7.618320611,2.534351145,101.1128867,31.10641014,NO
-8.542168675,-3.337349398,4.277108434,15.90839695,-7.221374046,-5.267175573,101.1220444,31.10641014,NO
-8.421686747,-3.048192771,4.891566265,18.32061069,-10.91603053,-9.664122137,101.1235707,31.10641014,NO
-7.710843373,-2.915662651,5.385542169,21.32824427,-19.03816794,-12.01526718,101.1235707,31.10641014,NO
-7.265060241,-2.493975904,5.698795181,19.32824427,-14.80916031,-13.3129771,101.1128867,31.10641014,NO
-7.469879518,-2.65060241,5.43373494,15.80152672,-10.22900763,-15.58778626,101.1159393,31.10641014,NO
-7.060240964,-2.939759036,6.228915663,13.8778626,-13.02290076,-15.03816794,101.1174656,31.10641014,NO
-6.578313253,-3.240963855,6.012048193,15.06870229,-12.44274809,-11.02290076,101.1174656,31.10641014,NO
-6.939759036,-3.34939759,6.048192771,8.900763359,-6.641221374,-2.961832061,101.1189918,31.10641014,NO
-6.807228916,-3.012048193,5.86746988,11.14503817,-16.76335878,14.88549618,101.1174656,31.10641014,NO
-6.987951807,-3.554216867,5.722891566,16.94656489,-6.93129771,9.328244275,101.1174656,31.10641014,NO
-7.481927711,-3.180722892,5.674698795,16.13740458,0.961832061,3.511450382,101.1128867,31.10641014,NO
-7.265060241,-2.819277108,5.56626506,19.35877863,-5.20610687,-1.877862595,101.1159393,31.10641014,NO
-7.180722892,-2.626506024,5.903614458,20.1221374,-3.709923664,-6.900763359,101.1128867,31.10641014,NO
-7.445783133,-3.096385542,5.602409639,25.20610687,0.13740458,-8.152671756,101.1128867,31.10641014,NO
-7.361445783,-3.192771084,5.771084337,27.64885496,-9.496183206,-9.603053435,101.1220444,31.10641014,NO
-7.313253012,-3.457831325,5.313253012,32.15267176,-7.984732824,-11.70992366,101.114413,31.10641014,NO
-7.746987952,-3.289156627,5.361445783,36.19847328,-1.465648855,-2.65648855,101.1174656,31.10641014,NO
-7.542168675,-3.120481928,6.024096386,37.17557252,-7.969465649,4.717557252,101.1174656,31.10641014,NO
-7.927710843,-3.204819277,5.795180723,38.96183206,-14.1221374,1.58778626,101.1291787,31.14808466,NO
-7.481927711,-2.722891566,5.759036145,41.38931298,-15.35877863,7.755725191,101.1276523,31.14808466,NO
-7.481927711,-2.289156627,6.036144578,45.09923664,-13.95419847,11.89312977,101.1276523,31.14808466,NO
-7.228915663,-1.975903614,6.469879518,39.51145038,-14.61068702,9.526717557,101.1307051,31.14808466,NO
-7.036144578,-1.927710843,6.373493976,36.19847328,-11.63358779,5.007633588,101.1245995,31.14808466,NO
-7.096385542,-2.265060241,5.698795181,42.87022901,-4.687022901,4.015267176,101.1322316,31.14808466,NO
-7.879518072,-2.879518072,6.602409639,48.13740458,1.511450382,2.198473282,101.1291787,31.14808466,NO
-7.710843373,-2.192771084,6.301204819,50.6259542,-1.816793893,5.435114504,101.1245995,31.14808466,NO
-7.43373494,-2.036144578,5.686746988,56.82442748,-3.709923664,8.167938931,101.1276523,31.14808466,NO
-7.313253012,-1.34939759,6.445783133,69.90839695,-5.129770992,12.45801527,101.1230731,31.14808466,NO
-7.590361446,-1.445783133,6.530120482,64.73282443,-7.129770992,11.95419847,101.1245995,31.14808466,NO
-6.975903614,-1.096385542,6.493975904,71.23664122,-8.366412214,11.2519084,101.1291787,31.14808466,NO
-6.951807229,-1.325301205,6.337349398,69.3129771,-8.290076336,11.86259542,101.1291787,31.14808466,NO
-7.421686747,-0.638554217,6.674698795,85.92366412,3.740458015,19.49618321,101.1245995,31.14808466,NO
1.168674699,9.253012048,9.253012048,-29.86259542,71.70992366,-107.4045802,101.2306325,31.9442169,NO
1.096385542,9.096385542,9.096385542,8.641221374,41.40458015,-6.900763359,101.0884348,31.9442169,NO
1.180722892,9.156626506,9.156626506,14.87022901,39.96946565,-6.41221374,101.0914928,31.9442169,NO
1.289156627,9.421686747,9.421686747,11.09923664,41.63358779,-1.709923664,101.0884348,31.9442169,NO
1.096385542,9.614457831,9.614457831,7.221374046,44.32061069,3.58778626,101.0823188,31.9442169,NO
0.903614458,9.819277108,9.819277108,2.93129771,41.64885496,5.740458015,101.0838478,31.9442169,NO
0.662650602,9.674698795,9.674698795,1.404580153,34.87022901,4.79389313,101.0914928,31.9442169,NO
0.530120482,9.771084337,9.771084337,-1.419847328,25.92366412,4.916030534,101.0884348,31.9442169,NO
0.602409639,9.578313253,9.578313253,-7.038167939,19.11450382,4.290076336,101.0853768,31.9442169,NO
0.638554217,9.385542169,9.385542169,-10.6259542,14,3.648854962,101.0838478,31.9442169,NO
0.710843373,9.301204819,9.301204819,-0.717557252,14.70229008,1.954198473,101.0838478,31.9442169,NO
0.78313253,9.144578313,9.144578313,3.877862595,17.35877863,0.900763359,101.0853768,31.9442169,NO
1.036144578,9.204819277,9.204819277,7.633587786,17.34351145,0.259541985,101.0777318,31.9442169,NO
0.975903614,9.373493976,9.373493976,5.557251908,15.63358779,-0.076335878,101.0792608,31.9442169,NO
0.86746988,9.409638554,9.409638554,1.083969466,12.73282443,-0.167938931,101.0762028,31.9442169,NO
0.963855422,9.337349398,9.337349398,0.13740458,8.870229008,-1.312977099,101.0823188,31.9442169,NO
1.096385542,9.518072289,9.518072289,1.480916031,3.20610687,-2.900763359,101.0838478,31.9442169,NO
1.397590361,9.746987952,9.746987952,4.519083969,0.229007634,-3.374045802,101.0762028,31.9442169,NO
1.530120482,9.78313253,9.78313253,9.114503817,2.79389313,-3.190839695,101.0792608,31.9442169,NO
1.734939759,10.04819277,10.04819277,8.366412214,-0.992366412,-3.450381679,101.0823188,31.9442169,NO
1.807228916,9.819277108,9.819277108,-5.58778626,-4.839694656,-4.854961832,101.0792608,31.9442169,NO
1.518072289,9.506024096,9.506024096,-20.44274809,-8.366412214,-8.244274809,101.0777318,31.9442169,NO
1.168674699,9.204819277,9.204819277,-26.24427481,-10.32061069,-9.572519084,101.0731448,31.9442169,NO
1,9.120481928,9.120481928,-20.32061069,-14.48854962,-8.977099237,101.0792608,31.9442169,NO
1.060240964,9.385542169,9.385542169,-13.35877863,-19.74045802,-6.519083969,101.0838478,31.9442169,NO
1.192771084,9.831325301,9.831325301,-8.65648855,-19.86259542,-2.396946565,101.0731448,31.9442169,NO
0.975903614,9.686746988,9.686746988,-13.00763359,-20.67175573,-2.824427481,101.0731448,31.9442169,NO
1.120481928,9.277108434,9.277108434,-15.86259542,-21.17557252,-7.038167939,101.0746738,31.9442169,NO
1.361445783,8.795180723,8.795180723,-22.30534351,-19.51145038,-10.07633588,101.0823188,31.9442169,NO
1.638554217,8.759036145,8.759036145,-9.435114504,-20.39694656,-5.022900763,101.0762028,31.9442169,NO
1.578313253,9.325301205,9.325301205,14.82442748,-21.72519084,2.488549618,101.0777318,31.9442169,NO
1.626506024,9.518072289,9.518072289,14.22900763,-22.80916031,7.450381679,101.0762028,31.9442169,NO
1.78313253,9.34939759,9.34939759,4.076335878,-22.7480916,9.129770992,101.0823188,31.9442169,NO
1.915662651,9.277108434,9.277108434,1.053435115,-23.8778626,9.221374046,101.0823188,31.9442169,NO
2.060240964,9.012048193,9.012048193,-2.41221374,-25.11450382,7.908396947,101.0762028,31.9442169,NO
2.048192771,8.987951807,8.987951807,6.213740458,-23.32824427,11.38931298,101.0807898,31.9442169,NO
1.855421687,9.084337349,9.084337349,14.32061069,-20.82442748,16.1221374,101.0762028,31.9442169,NO
1.385542169,9.13253012,9.13253012,16.27480916,-19.48091603,23.66412214,101.0777318,31.9442169,NO
1.289156627,8.831325301,8.831325301,5.816793893,-22.09160305,29.09923664,101.0716159,31.9442169,NO
1.518072289,8.759036145,8.759036145,-0.625954198,-28.96183206,34.53435115,101.0792608,31.9442169,NO
2.036144578,8.891566265,8.891566265,-8.381679389,-35.63358779,43.81679389,101.0746738,31.9442169,NO
2.518072289,8.722891566,8.722891566,-5.938931298,-32.27480916,52.22900763,101.0700869,31.9442169,NO
