Device,Device,Device,Device,Device,Device,Device,Device
ECG LL-RA,ECG LL-RA,ECG Vx-RL,ECG Vx-RL,Timestamp,Timestamp,ECG LA-RA,ECG LA-RA
RAW,CAL,CAL,RAW,CAL,RAW,RAW,CAL
No Units,mV,mV,No Units,mSecs,No Units,No Units,mV
-1506,-13.90316477,-0.147709586,-16,662.109375,21696,-1040,-9.601123081
-1468,-13.5523545,-0.304651021,-33,666.015625,21824,-1057,-9.758064516
-1398,-12.90612506,-0.009231849,-1,669.921875,21952,-1052,-9.711905271
-1348,-12.44453261,-0.470824305,-51,673.828125,22080,-1079,-9.961165197
-1324,-12.22296823,-0.009231849,-1,677.734375,22208,-1060,-9.785760063
-1367,-12.61993774,-0.138477737,-15,681.640625,22336,-1052,-9.711905271
-1408,-12.99844356,-0.295419172,-32,685.546875,22464,-1054,-9.730368969
-1479,-13.65390484,-0.5262154,-57,689.453125,22592,-1075,-9.9242378
-1526,-14.08780175,-0.295419172,-32,693.359375,22720,-1055,-9.739600818
-1553,-14.33706168,-0.027695547,-3,697.265625,22848,-1047,-9.665746025
-1582,-14.6047853,-0.230796228,-25,701.171875,22976,-1050,-9.693441572
-1578,-14.56785791,-0.009231849,-1,705.078125,23104,-1044,-9.638050478
-1560,-14.40168462,-0.073854793,-8,708.984375,23232,-1029,-9.499572741
-1569,-14.48477126,-0.018463698,-2,712.890625,23360,-1038,-9.582659383
-1553,-14.33706168,-4.726706748,-512,716.796875,23488,-1017,-9.388790551
-1566,-14.45707572,-0.009231849,-1,720.703125,23616,-1033,-9.536500137
-1564,-14.43861202,-4.662083804,-505,724.609375,23744,-1020,-9.416486099
-1580,-14.5863216,-0.156941435,-17,728.515625,23872,-1045,-9.647282327
-1574,-14.53093051,-0.110782189,-12,732.421875,24000,-1036,-9.564195685
-1566,-14.45707572,-4.726706748,-512,736.328125,24128,-1021,-9.425717948
-1579,-14.57708975,-0.009231849,-1,740.234375,24256,-1035,-9.554963836
-1574,-14.53093051,-0.009231849,-1,744.140625,24384,-1025,-9.462645344
-1574,-14.53093051,-0.009231849,-1,748.046875,24512,-1030,-9.50880459
-1566,-14.45707572,-0.009231849,-1,751.953125,24640,-1025,-9.462645344
-1567,-14.46630757,-4.662083804,-505,755.859375,24768,-1020,-9.416486099
-1567,-14.46630757,-4.726706748,-512,759.765625,24896,-1024,-9.453413495
-1574,-14.53093051,-4.726706748,-512,763.671875,25024,-1023,-9.444181646
-1571,-14.50323496,-0.083086642,-9,767.578125,25152,-1033,-9.536500137
-1564,-14.43861202,-4.717474899,-511,771.484375,25280,-1019,-9.40725425
-1569,-14.48477126,-4.652851955,-504,775.390625,25408,-1016,-9.379558702
-1560,-14.40168462,-4.726706748,-512,779.296875,25536,-1012,-9.342631306
-1560,-14.40168462,-4.689779351,-508,783.203125,25664,-1012,-9.342631306
-1568,-14.47553941,-4.6990112,-509,787.109375,25792,-1021,-9.425717948
-1564,-14.43861202,-4.606692709,-499,791.015625,25920,-1011,-9.333399457
-1564,-14.43861202,-4.726706748,-512,794.921875,26048,-1010,-9.324167608
-1557,-14.37398907,-4.588229011,-497,798.828125,26176,-1012,-9.342631306
-1553,-14.33706168,-4.726706748,-512,802.734375,26304,-1008,-9.305703909
-1569,-14.48477126,-4.717474899,-511,806.640625,26432,-1023,-9.444181646
-1562,-14.42014832,-4.59746086,-498,810.546875,26560,-1012,-9.342631306
-1548,-14.29090243,-4.662083804,-505,814.453125,26688,-1003,-9.259544664
-1554,-14.34629353,-4.458983123,-483,818.359375,26816,-1003,-9.259544664
-1554,-14.34629353,-4.542069765,-492,822.265625,26944,-1004,-9.268776513
-1556,-14.36475723,-4.717474899,-511,826.171875,27072,-1019,-9.40725425
-1552,-14.32782983,-4.726706748,-512,830.078125,27200,-1008,-9.305703909
-1544,-14.25397504,-4.569765313,-495,833.984375,27328,-996,-9.19492172
-1541,-14.22627949,-4.662083804,-505,837.890625,27456,-991,-9.148762474
-1540,-14.21704764,-4.209723197,-456,841.796875,27584,-992,-9.157994324
-1547,-14.28167058,-4.560533464,-494,845.703125,27712,-1006,-9.287240211
-1530,-14.12472915,-4.440519425,-481,849.609375,27840,-993,-9.167226173
-1534,-14.16165654,-4.440519425,-481,853.515625,27968,-997,-9.204153569
-1527,-14.0970336,-4.28357799,-464,857.421875,28096,-992,-9.157994324
505,4.662083804,-0.018463698,-2,861.328125,28224,13820,127.5841548
-989,-9.130298776,-4.726706748,-512,873.046875,28608,-32768,-302.5092318
-10244,-94.57106235,-3.840449232,-416,876.953125,28736,25472,235.1536607
-1523,-14.0601062,-2.363353374,-256,880.859375,28864,-996,-9.19492172
-1520,-14.03241066,-4.689779351,-508,884.765625,28992,-1010,-9.324167608
-1517,-14.00471511,-4.49591052,-487,888.671875,29120,-1002,-9.250312815
-1527,-14.0970336,-4.726706748,-512,892.578125,29248,-1009,-9.314935759
-1520,-14.03241066,-4.578997162,-496,896.484375,29376,-1003,-9.259544664
-1531,-14.133961,-4.689779351,-508,900.390625,29504,-1015,-9.370326853
-1544,-14.25397504,-4.726706748,-512,904.296875,29632,-1028,-9.490340892
-1532,-14.14319285,-4.726706748,-512,908.203125,29760,-1022,-9.434949797
-1543,-14.24474319,-0.018463698,-2,912.109375,29888,-1033,-9.536500137
-1538,-14.19858394,-4.726706748,-512,916.015625,30016,-1023,-9.444181646
-1547,-14.28167058,-0.018463698,-2,919.921875,30144,-1036,-9.564195685
-1542,-14.23551134,-0.120014039,-13,923.828125,30272,-1032,-9.527268288
-1554,-14.34629353,-0.295419172,-32,927.734375,30400,-1048,-9.674977874
-1555,-14.35552538,-0.009231849,-1,931.640625,30528,-1038,-9.582659383
-1568,-14.47553941,-0.009231849,-1,935.546875,30656,-1039,-9.591891232
-1571,-14.50323496,-0.036927396,-4,939.453125,30784,-1047,-9.665746025
-1573,-14.52169866,-0.073854793,-8,943.359375,30912,-1053,-9.72113712
-1574,-14.53093051,-0.286187323,-31,947.265625,31040,-1055,-9.739600818
-1569,-14.48477126,-0.286187323,-31,951.171875,31168,-1044,-9.638050478
-1573,-14.52169866,-0.027695547,-3,955.078125,31296,-1043,-9.628818628
-1568,-14.47553941,-0.009231849,-1,958.984375,31424,-1047,-9.665746025
-1565,-14.44784387,-0.138477737,-15,962.890625,31552,-1042,-9.619586779
